a,b,c,w,r1,r2,V0,dcj,pcj,vcj,edet,e1,e2,e3,e4,e5,e6,e7,t0.1,t0.15,t0.25,t0.35,t0.5,t0.75,t1,t1.5,t2,t2.5,t3.5,t4.5
716.3112,21.8817,3.158836,0.611697,4.458641,1.74615,0.544662,8.876952,40.835976,0.390918,5.821856,0.805419,3.761743,4.349125,4.610943,4.769857,4.881670,4.966413,0.764210,0.768831,1.078053,1.270806,1.482863,1.782907,1.998699,2.269476,2.431159,2.554825,2.701799,2.779245
1693.4213,103.0155,2.299901,0.536482,6.236488,2.431968,0.544662,8.851795,36.566505,0.406250,5.374718,0.723233,3.586197,4.063936,4.263436,4.389915,4.481779,4.552662,0.715796,0.720839,1.017779,1.196610,1.400598,1.689700,1.906265,2.188078,2.353158,2.474455,2.611071,2.677077
819.982,55.6722,2.590797,0.536218,4.889624,2.163728,0.544662,8.846565,39.557922,0.394727,5.723580,0.794573,3.718723,4.242200,4.469773,4.613054,4.716708,4.796613,0.756604,0.761411,1.069836,1.259694,1.471961,1.768789,1.984396,2.255913,2.415593,2.535707,2.672392,2.741745
1343.6615,78.6933,1.865084,0.553209,5.835179,2.196274,0.544662,8.729014,36.277144,0.403418,5.106984,0.733684,3.613101,4.080161,4.251151,4.352846,4.425463,4.481202,0.714038,0.719398,1.021264,1.195314,1.404767,1.693953,1.911040,2.194417,2.360753,2.482837,2.617927,2.679590
4193.2537,246.0115,2.535106,0.549405,8.732269,3.03427,0.544662,8.761600,37.065765,0.401465,5.454472,0.774542,3.634967,4.075204,4.280810,4.416424,4.515375,4.591634,0.728778,0.733916,1.042727,1.223648,1.438907,1.737268,1.957880,2.234851,2.388751,2.500216,2.623181,2.686275
2913.9687,239.4045,2.934982,0.588729,8.119208,3.053215,0.544662,8.793978,37.798809,0.399707,5.567084,0.777503,3.666417,4.140518,4.366359,4.514353,4.621507,4.703542,0.733368,0.738363,1.046768,1.229725,1.444009,1.743904,1.964850,2.242383,2.398296,2.512314,2.641019,2.708761
5953.5334,338.3163,3.568414,0.6372,9.880555,3.396644,0.544662,8.837562,38.664116,0.397754,5.668651,0.785087,3.646674,4.151990,4.407644,4.574836,4.694809,4.785917,0.740076,0.744806,1.052571,1.239361,1.451833,1.753495,1.973072,2.245069,2.397917,2.511183,2.644219,2.718141
824.5631,45.511,1.962078,0.436352,4.827019,1.984376,0.544662,8.766537,38.257749,0.396973,5.686548,0.774980,3.634637,4.137651,4.344579,4.472520,4.565843,4.638814,0.744178,0.749256,1.055927,1.239381,1.450717,1.740980,1.953271,2.222716,2.381965,2.501777,2.637560,2.704536
4864.4539,181.3537,2.191619,0.543238,8.379927,2.748781,0.544662,8.802089,35.693933,0.408008,5.309751,0.739822,3.654625,4.090534,4.274387,4.393081,4.479553,4.546245,0.711219,0.716501,1.020065,1.197022,1.408798,1.705233,1.929099,2.218876,2.382403,2.499006,2.626426,2.687025
5979.1036,200.2937,2.526179,0.469249,8.680608,2.889419,0.544662,8.814775,35.151187,0.410449,5.809619,0.714194,3.574837,4.052074,4.279327,4.431765,4.544762,4.633025,0.699980,0.705351,1.004614,1.177517,1.384944,1.676109,1.896668,2.184302,2.349156,2.467696,2.604479,2.675098
4824.7074,261.0505,3.378515,0.655316,8.897969,3.170815,0.544662,8.828978,37.382441,0.402441,5.484920,0.754553,3.623007,4.114704,4.352739,4.506876,4.617025,4.700415,0.721865,0.726804,1.030823,1.211477,1.421668,1.720092,1.941008,2.220725,2.378787,2.494375,2.628615,2.700386
749.1167,89.9371,2.231177,0.488447,5.021123,2.404051,0.544662,8.792432,39.772179,0.391992,5.687388,0.822336,3.744115,4.217563,4.421965,4.553733,4.650426,4.725646,0.766906,0.771852,1.087036,1.277906,1.496486,1.795945,2.012154,2.279871,2.434025,2.548170,2.672764,2.734897
1216.276,138.7507,2.842597,0.627839,6.087686,2.690121,0.544662,8.811854,38.516937,0.397559,5.394057,0.774245,3.668219,4.148075,4.360706,4.496271,4.593409,4.667267,0.738088,0.743032,1.049948,1.233641,1.445726,1.743376,1.961865,2.237796,2.395997,2.512763,2.643247,2.709157
624.5891,179.5903,3.494814,0.647311,5.594957,2.940047,0.544662,8.692741,40.989735,0.383691,5.764344,0.838980,3.793038,4.315342,4.565363,4.726832,4.842340,4.929901,0.761267,0.766030,1.085043,1.273064,1.496350,1.805752,2.027139,2.298123,2.451982,2.566474,2.697653,2.769226
1032.2295,74.7212,2.616416,0.51545,5.297455,2.417353,0.544662,8.817603,37.448373,0.401758,5.520901,0.724076,3.450305,3.939623,4.166782,4.314762,4.423027,4.506892,0.721243,0.726231,1.022257,1.200413,1.401833,1.684673,1.892276,2.156916,2.313086,2.430638,2.567570,2.638989
1134.6576,173.3564,2.582603,0.599796,6.283113,2.802564,0.544662,8.787078,39.041271,0.394629,5.375703,0.803308,3.703935,4.154780,4.354148,4.482490,4.575039,4.645750,0.751521,0.756482,1.069097,1.256107,1.473259,1.774062,1.993033,2.264929,2.418302,2.530686,2.652681,2.713855
4018.9265,223.9143,3.50598,0.629608,8.450865,3.056673,0.544662,8.779312,36.998372,0.402246,5.714738,0.749427,3.666067,4.191902,4.447462,4.613724,4.733135,4.823927,0.714908,0.719965,1.024489,1.201859,1.413660,1.712860,1.936154,2.222770,2.386667,2.506372,2.647981,2.724436
1333.158,118.463,1.973244,0.450456,6.103042,2.484853,0.544662,8.742032,37.058189,0.400781,5.579204,0.763278,3.652226,4.109608,4.300178,4.423519,4.514727,4.586142,0.729382,0.734545,1.040309,1.220705,1.433498,1.727390,1.945739,2.225110,2.385707,2.503327,2.631809,2.693641
679.1391,97.5165,2.839417,0.491494,4.908294,2.598622,0.544662,8.764765,39.938082,0.390430,6.033338,0.810027,3.678042,4.191167,4.440764,4.606704,4.729023,4.824196,0.759395,0.764320,1.077276,1.264839,1.481108,1.778315,1.991880,2.255765,2.408857,2.523840,2.656157,2.728026
3369.6331,256.9421,2.96251,0.519232,8.423745,3.133548,0.544662,8.754333,37.155940,0.400879,5.864019,0.763019,3.610946,4.103662,4.350935,4.516607,4.638318,4.732599,0.724209,0.729264,1.034993,1.214741,1.427195,1.723478,1.942432,2.218854,2.375213,2.490105,2.623405,2.696221
765.116,17.4989,2.564552,0.524383,4.461228,1.639123,0.544662,8.858324,39.234834,0.396387,5.635589,0.764207,3.551977,4.095637,4.339729,4.488572,4.594302,4.675388,0.747529,0.752339,1.054126,1.240382,1.445326,1.732047,1.938824,2.198756,2.354739,2.474555,2.617775,2.693546
1391.0844,135.8677,2.473273,0.54779,6.173748,2.678527,0.544662,8.815968,37.308992,0.402246,5.352850,0.740968,3.539834,3.996733,4.201481,4.334460,4.431291,4.505917,0.724554,0.729529,1.029234,1.209814,1.415725,1.705263,1.919085,2.191195,2.348052,2.463823,2.593382,2.658423
685.0877,24.5199,3.214936,0.606409,4.46726,1.905592,0.544662,8.726872,39.553281,0.390625,5.664608,0.775851,3.601917,4.158211,4.415404,4.575990,4.690315,4.777321,0.739980,0.744845,1.050984,1.232528,1.443154,1.736439,1.947988,2.213475,2.370932,2.491161,2.635526,2.713387
827.2635,95.0719,3.119683,0.636966,5.318274,2.501631,0.544662,8.711093,39.216067,0.391406,5.571199,0.792017,3.714707,4.234810,4.467128,4.614146,4.719142,4.798833,0.740705,0.745705,1.057117,1.238571,1.455258,1.755679,1.974825,2.250960,2.410783,2.529890,2.666101,2.736748
5157.6659,282.9323,2.091271,0.379606,9.429366,3.073546,0.544662,8.812537,38.270176,0.398535,6.172653,0.828906,3.758986,4.190328,4.399627,4.543829,4.652758,4.739145,0.759147,0.764186,1.081854,1.272997,1.495041,1.800146,2.022659,2.295243,2.444232,2.551769,2.667250,2.727520
3517.8692,226.0667,2.70577,0.628245,8.324929,2.972293,0.544662,8.797014,37.468255,0.400977,5.297929,0.775932,3.671742,4.116015,4.315789,4.444491,4.536868,4.607116,0.731616,0.736616,1.044884,1.228118,1.442814,1.743521,1.965942,2.245877,2.401829,2.514692,2.638548,2.700778
5444.4649,329.6092,3.310609,0.605298,9.700463,3.345723,0.544662,8.837178,38.627805,0.397949,5.679890,0.791564,3.655092,4.145521,4.392626,4.555333,4.672837,4.762552,0.743528,0.748391,1.058482,1.244964,1.459158,1.760423,1.979635,2.250437,2.401983,2.513955,2.643569,2.715016
903.133,38.3957,1.63264,0.387088,4.817591,1.8692,0.544662,8.884282,38.222631,0.400977,5.608759,0.760141,3.579255,4.066165,4.259173,4.375685,4.460468,4.527101,0.747275,0.752112,1.052678,1.240924,1.444858,1.731749,1.941077,2.206617,2.364430,2.483505,2.617687,2.682304
2961.4115,111.7897,2.153412,0.537133,7.029291,2.468482,0.544662,8.859571,34.626890,0.413770,5.146913,0.670572,3.464919,3.921612,4.108625,4.226922,4.312835,4.379122,0.686592,0.691967,0.981687,1.150458,1.348617,1.629934,1.844525,2.130061,2.298906,2.420984,2.560437,2.626445
5249.2929,199.6697,2.813507,0.514532,8.421121,2.905571,0.544662,8.907142,35.988224,0.410059,5.822937,0.721906,3.626016,4.124540,4.363171,4.521790,4.638316,4.728646,0.710484,0.715494,1.013067,1.193004,1.398190,1.692435,1.914402,2.203074,2.369184,2.489352,2.628750,2.701388
4450.3607,207.1169,2.870222,0.655477,8.263654,2.946001,0.544662,8.908007,36.569566,0.407910,5.200233,0.727425,3.580329,4.033914,4.238664,4.369743,4.463304,4.534128,0.714638,0.719532,1.017210,1.198451,1.403093,1.697396,1.917515,2.200084,2.360512,2.476492,2.606887,2.672152
600.6972,85.0179,2.975577,0.638243,4.662139,2.576623,0.544662,8.752902,40.710953,0.387012,5.385274,0.816686,3.643645,4.117832,4.336455,4.476154,4.576058,4.651885,0.761741,0.766498,1.079505,1.268242,1.484356,1.783410,1.996011,2.254831,2.403230,2.513980,2.638603,2.704142
1398.2194,123.6825,2.457948,0.548992,6.20082,2.570583,0.544662,8.755883,37.170855,0.400879,5.444247,0.752109,3.623662,4.098388,4.304130,4.436308,4.532368,4.606367,0.723436,0.728578,1.032461,1.210813,1.421523,1.714641,1.932385,2.211561,2.372717,2.491195,2.623754,2.689537
1080.064,214.0666,2.19783,0.494398,6.685652,2.876517,0.544662,8.749472,39.826464,0.390332,5.670683,0.856283,3.823167,4.256883,4.450198,4.578025,4.672228,4.745496,0.773760,0.778799,1.101962,1.294184,1.520996,1.828288,2.049804,2.319242,2.468758,2.576735,2.690347,2.747540
782.3974,55.6214,3.206712,0.590916,4.821242,2.373545,0.544662,8.792385,39.131779,0.394531,5.615528,0.758772,3.536686,4.060898,4.311717,4.473537,4.590247,4.679520,0.736111,0.740860,1.041984,1.224984,1.430814,1.721124,1.931020,2.194311,2.349305,2.466935,2.606416,2.681864
1025.2603,117.3329,2.951541,0.619261,5.66032,2.633266,0.544662,8.819483,38.812438,0.396582,5.453722,0.770709,3.637265,4.129980,4.352880,4.495473,4.597818,4.675746,0.739641,0.744540,1.050313,1.234305,1.444769,1.740550,1.956698,2.229193,2.386740,2.503974,2.636934,2.705303
4160.0469,257.3737,3.542418,0.626484,8.72286,3.211583,0.544662,8.714060,36.575415,0.401758,5.614901,0.734116,3.549105,4.064626,4.322567,4.491266,4.612555,4.704827,0.705137,0.710253,1.011914,1.184764,1.394175,1.687996,1.906578,2.186014,2.345831,2.463176,2.603982,2.681718
771.64,89.5742,2.490342,0.497584,5.054045,2.476777,0.544662,8.754623,39.030138,0.393555,5.702755,0.791057,3.629556,4.113035,4.334220,4.478836,4.585051,4.667582,0.749720,0.754703,1.064229,1.249296,1.463139,1.757058,1.969960,2.235296,2.388979,2.503764,2.633029,2.700027
762.9718,117.6901,3.04486,0.554856,5.108634,2.79045,0.544662,8.833154,39.527403,0.394336,5.664791,0.773882,3.540603,4.034730,4.279440,4.441039,4.558797,4.649463,0.747496,0.752205,1.055673,1.242832,1.450034,1.741498,1.950882,2.209844,2.360161,2.473477,2.605052,2.676882
1379.2841,174.5636,2.149246,0.44358,6.616484,2.749127,0.544662,8.740556,38.056862,0.396875,5.805169,0.801358,3.722893,4.175047,4.377735,4.512746,4.613187,4.691970,0.746305,0.751430,1.064616,1.249612,1.468632,1.768713,1.989159,2.265227,2.420741,2.534144,2.656790,2.718395
813.1843,15.0771,2.219286,0.481554,4.477772,1.508303,0.544662,8.925259,39.016202,0.399316,5.592544,0.754112,3.515416,4.054515,4.291917,4.433267,4.532716,4.608992,0.749590,0.754275,1.052123,1.241434,1.442306,1.725895,1.930434,2.187914,2.343348,2.463084,2.606291,2.681492
1111.8905,119.7107,2.792733,0.630634,5.725792,2.639542,0.544662,8.878435,38.710332,0.399023,5.282476,0.762011,3.597544,4.067086,4.275599,4.408282,4.503270,4.575456,0.739732,0.744522,1.046865,1.232878,1.439739,1.733282,1.947667,2.217552,2.373328,2.489003,2.618385,2.683551
682.3021,24.4494,3.204951,0.602069,4.454938,1.872452,0.544662,8.754878,39.953424,0.390039,5.750374,0.788180,3.660876,4.228016,4.487994,4.649557,4.764452,4.851908,0.747586,0.752464,1.061338,1.245091,1.457717,1.753564,1.966805,2.234329,2.393158,2.514442,2.659563,2.737443
1262.1809,126.2932,2.764934,0.58456,6.04336,2.597428,0.544662,8.850316,38.627671,0.398340,5.598794,0.780534,3.733347,4.232429,4.452354,4.593208,4.694918,4.772808,0.743688,0.748479,1.054786,1.242862,1.454838,1.754858,1.975730,2.256138,2.417770,2.537110,2.670601,2.737796
5937.9673,248.4561,2.123816,0.434475,8.954272,3.02436,0.544662,8.870141,36.197001,0.408203,5.626172,0.742972,3.550425,3.969147,4.168119,4.303056,4.403832,4.483017,0.721195,0.726288,1.027891,1.209424,1.417378,1.710148,1.928072,2.203878,2.357592,2.468449,2.589920,2.651266
2504.4176,188.8728,2.857281,0.612768,7.444321,2.85415,0.544662,8.882962,37.863581,0.402246,5.491485,0.768386,3.711001,4.189149,4.405010,4.544184,4.644338,4.720697,0.735179,0.740009,1.045035,1.231767,1.442911,1.743743,1.966752,2.250172,2.410937,2.528157,2.658890,2.724969
4036.6758,339.2133,3.418292,0.626096,9.304467,3.387824,0.544662,8.854513,39.067485,0.396777,5.628534,0.791016,3.639561,4.131671,4.380080,4.542924,4.660038,4.749141,0.746460,0.751148,1.059240,1.248154,1.460438,1.761610,1.979703,2.248117,2.398790,2.510563,2.640299,2.712050
874.4848,42.0928,1.879106,0.431021,4.795068,1.950419,0.544662,8.921668,39.032163,0.399219,5.646399,0.778676,3.640584,4.133661,4.335181,4.459102,4.549368,4.619966,0.757893,0.762633,1.065964,1.258250,1.464660,1.755267,1.966289,2.232151,2.389484,2.508036,2.640964,2.705737
3306.6868,143.9239,2.002067,0.466343,7.559441,2.573319,0.544662,8.773446,35.270715,0.408789,5.510948,0.724737,3.641169,4.096555,4.284923,4.406942,4.496996,4.567333,0.704090,0.709531,1.011056,1.184188,1.394421,1.687186,1.909579,2.201269,2.369033,2.489276,2.622495,2.685549
4822.9082,171.1277,2.456774,0.487609,8.258618,2.741525,0.544662,8.796428,35.245837,0.409473,5.739882,0.721338,3.641341,4.124673,4.343406,4.487867,4.594401,4.677347,0.701861,0.707138,1.006985,1.181563,1.390544,1.684657,1.908165,2.201313,2.369950,2.490772,2.628855,2.698157
5441.5387,225.0438,2.862181,0.610466,8.693881,3.002269,0.544662,8.887559,36.487911,0.407617,5.373625,0.734792,3.600266,4.062761,4.277843,4.417596,4.518306,4.595124,0.715871,0.720829,1.020583,1.201589,1.408288,1.703704,1.924640,2.207732,2.367963,2.483800,2.615005,2.682012
613.198,86.9378,2.590217,0.58232,4.728675,2.482299,0.544662,8.745964,40.595439,0.387207,5.475005,0.834259,3.718223,4.186026,4.393363,4.525903,4.621567,4.694843,0.769694,0.774575,1.091881,1.282219,1.502476,1.803328,2.017985,2.279849,2.429843,2.540926,2.663092,2.725547
2844.5133,185.1246,2.113713,0.411409,7.627431,2.782465,0.544662,8.790010,36.444214,0.404785,5.896598,0.756760,3.653730,4.107241,4.314066,4.453331,4.557656,4.639936,0.723494,0.728696,1.033997,1.214135,1.426699,1.722485,1.943547,2.226344,2.386329,2.502211,2.629940,2.693887
1301.112,189.89,2.645349,0.587816,6.558372,2.869435,0.544662,8.824823,39.017311,0.395996,5.448999,0.799803,3.701911,4.157400,4.363530,4.497272,4.594012,4.668079,0.751875,0.756684,1.066843,1.256391,1.471429,1.772493,1.991769,2.264131,2.417699,2.530313,2.653296,2.715693
1111.4877,59.7912,3.790171,0.657348,5.318518,2.490447,0.544662,8.854936,37.591944,0.402441,5.471381,0.689516,3.387667,3.938623,4.208275,4.381085,4.504270,4.597470,0.703120,0.707920,0.996410,1.170385,1.364778,1.646155,1.852965,2.119580,2.280007,2.401787,2.552883,2.636168
884.4281,120.6856,3.041018,0.650556,5.51063,2.68243,0.544662,8.757305,39.015868,0.393750,5.351905,0.776358,3.613937,4.098204,4.318161,4.458271,4.558250,4.633982,0.738231,0.743192,1.050854,1.232428,1.444772,1.740739,1.955901,2.225153,2.380029,2.495326,2.626120,2.693882
3840.9502,224.1054,2.527359,0.458077,8.344849,2.950438,0.544662,8.823517,37.059928,0.403418,6.001243,0.772215,3.700432,4.178560,4.408484,4.563510,4.678722,4.768889,0.731661,0.736792,1.045206,1.228227,1.442887,1.742525,1.965352,2.248188,2.407422,2.523192,2.653380,2.721504
751.7387,62.4759,2.168158,0.481688,4.832861,2.168475,0.544662,8.800183,39.718284,0.392480,5.740987,0.820244,3.774720,4.273276,4.480980,4.611491,4.706701,4.780746,0.766643,0.771585,1.086202,1.277263,1.495418,1.794856,2.011774,2.282689,2.440455,2.558047,2.687833,2.751819
594.5651,93.2164,2.619357,0.528929,4.650522,2.568056,0.544662,8.814253,41.200392,0.387305,5.723040,0.844218,3.731026,4.205509,4.426736,4.571607,4.677503,4.759371,0.780965,0.785706,1.103022,1.298581,1.517833,1.818964,2.032332,2.290531,2.438858,2.548917,2.670967,2.735092
930.869,134.2257,1.437357,0.294034,5.576892,2.570665,0.544662,8.822711,38.680429,0.397266,5.988208,0.806477,3.648933,4.047934,4.216033,4.329413,4.416062,4.485734,0.762107,0.767169,1.079527,1.269455,1.483871,1.778962,1.992635,2.255756,2.404491,2.512675,2.624596,2.677359
800.5794,23.7663,1.856494,0.431842,4.572665,1.660563,0.544662,8.802242,38.132786,0.398633,5.563971,0.756008,3.536495,4.053387,4.267034,4.393479,4.483520,4.553377,0.740928,0.745896,1.047106,1.230647,1.435997,1.720209,1.927070,2.189362,2.346610,2.466588,2.606824,2.677507
1113.0993,76.4531,2.085965,0.577386,5.54096,2.171945,0.544662,8.819640,38.271860,0.398730,5.367276,0.785538,3.797889,4.295417,4.480257,4.589959,4.667917,4.727507,0.745177,0.750162,1.058932,1.245616,1.460233,1.759932,1.982083,2.267625,2.434223,2.557068,2.691141,2.752861
701.0048,14.1286,3.463553,0.640883,4.347678,1.688334,0.544662,8.907325,41.115110,0.390918,5.713011,0.790936,3.654857,4.228278,4.497036,4.662698,4.779218,4.867191,0.760668,0.765219,1.071025,1.262794,1.470629,1.767257,1.978680,2.241192,2.397601,2.517887,2.663106,2.742056
984.6061,42.9595,1.705342,0.467382,5.024319,1.827017,0.544662,8.885201,38.342070,0.400586,5.524477,0.774721,3.750959,4.281869,4.476275,4.586439,4.664108,4.724086,0.749874,0.754780,1.059677,1.248724,1.457979,1.752031,1.969120,2.249164,2.416638,2.542418,2.683898,2.749739
5817.1107,292.6125,2.770317,0.554364,9.614066,3.178682,0.544662,8.807218,38.105850,0.398926,5.633525,0.801884,3.693135,4.149561,4.371253,4.518255,4.625474,4.708040,0.745101,0.750035,1.062314,1.249714,1.467089,1.769940,1.991475,2.265399,2.416740,2.527000,2.649825,2.715005
2854.5392,231.0058,2.948866,0.582419,8.064526,3.001203,0.544662,8.824273,38.291499,0.398730,5.697931,0.794877,3.752536,4.238449,4.467702,4.617845,4.726668,4.810069,0.743104,0.747985,1.058813,1.246324,1.462916,1.767397,1.991550,2.272790,2.430569,2.545796,2.675087,2.742821
4294.4044,367.6818,3.369358,0.606845,9.589553,3.465554,0.544662,8.846242,38.997853,0.396875,5.633344,0.786391,3.591170,4.078986,4.329403,4.494588,4.613862,4.704906,0.744902,0.749719,1.057993,1.244418,1.456062,1.754101,1.969278,2.233142,2.381543,2.492050,2.621082,2.693274
830.9213,33.5557,1.556351,0.373681,4.666468,1.817915,0.544662,8.852427,38.329991,0.399512,5.578460,0.765479,3.554017,4.030674,4.220162,4.334124,4.416953,4.482113,0.749353,0.754284,1.056868,1.243919,1.449115,1.735026,1.942614,2.204014,2.358954,2.475963,2.607650,2.671367
2053.2218,129.2046,2.703038,0.593427,6.748002,2.589813,0.544662,8.838082,36.792183,0.404883,5.448761,0.734518,3.651279,4.144649,4.358134,4.494090,4.592042,4.666939,0.716954,0.722019,1.022448,1.201371,1.408982,1.703232,1.923973,2.210837,2.377462,2.499153,2.637216,2.705557
4203.4733,136.183,2.235579,0.419253,7.828597,2.54614,0.544662,8.777602,34.588755,0.411426,6.009780,0.705577,3.658881,4.163409,4.384533,4.530601,4.639527,4.725289,0.692800,0.698237,0.996168,1.167126,1.375172,1.667209,1.891357,2.190453,2.365693,2.490895,2.635620,2.707123
5737.3247,216.9997,2.8381,0.6491,8.70223,2.976329,0.544662,8.883718,36.159265,0.408789,5.189354,0.723782,3.567536,4.016897,4.220706,4.351538,4.445058,4.515928,0.709524,0.714558,1.012959,1.191370,1.396869,1.690450,1.910642,2.193818,2.354186,2.469662,2.599831,2.665082
794.7132,49.118,2.03656,0.55339,4.82036,2.031769,0.544662,8.757511,38.623761,0.395312,5.238073,0.783262,3.640055,4.117017,4.303462,4.414960,4.494350,4.555216,0.746520,0.751591,1.060076,1.243719,1.456670,1.748717,1.961526,2.229772,2.386846,2.504313,2.634640,2.697020
2877.0414,183.734,2.485469,0.466319,7.601101,2.8299,0.544662,8.786745,36.214273,0.405469,5.831429,0.738273,3.606959,4.084911,4.310102,4.460808,4.572544,4.659863,0.714590,0.719861,1.022659,1.199071,1.409155,1.702106,1.921638,2.204489,2.366323,2.484160,2.618188,2.687378
1899.5768,216.1765,2.392684,0.541252,7.366307,2.943564,0.544662,8.739058,37.648917,0.398437,5.384638,0.780968,3.619034,4.050265,4.247366,4.377008,4.471708,4.544787,0.735190,0.740298,1.049612,1.231402,1.446743,1.743527,1.961430,2.233412,2.385414,2.496108,2.616606,2.677650
702.0874,86.9574,3.093456,0.626261,4.851219,2.603916,0.544662,8.819180,40.203064,0.391309,5.443494,0.791101,3.596138,4.083977,4.313754,4.461529,4.567520,4.648134,0.753944,0.758667,1.066187,1.254180,1.464823,1.760232,1.971550,2.231592,2.381969,2.494979,2.624292,2.692980
1162.3212,139.7622,2.773923,0.618941,6.085397,2.671705,0.544662,8.777874,38.635583,0.395898,5.434268,0.786685,3.708078,4.188158,4.398636,4.532753,4.628993,4.702276,0.741614,0.746590,1.056402,1.240523,1.455729,1.755684,1.975771,2.253162,2.411611,2.528272,2.657687,2.722773
3970.0843,201.7944,1.815892,0.367301,8.240922,2.791162,0.544662,8.829814,36.634561,0.405273,5.953343,0.775600,3.717615,4.145595,4.334490,4.462360,4.558967,4.635724,0.733125,0.738253,1.046651,1.231505,1.446712,1.747129,1.971372,2.256149,2.414630,2.528227,2.649371,2.707961
842.7908,44.0373,1.493303,0.257409,4.761846,1.908412,0.544662,8.894808,39.016211,0.398340,6.644971,0.796967,3.718049,4.222486,4.427446,4.556071,4.652567,4.730186,0.765425,0.770277,1.078226,1.271744,1.481392,1.775279,1.988897,2.258150,2.417436,2.537152,2.670426,2.735024
565.2478,99.6967,2.720485,0.591778,4.664517,2.576315,0.544662,8.809827,41.833397,0.384766,5.592374,0.863509,3.803209,4.276079,4.489294,4.626315,4.725164,4.800776,0.787593,0.792388,1.114654,1.310825,1.534259,1.840090,2.056236,2.316652,2.465406,2.575130,2.695221,2.757253
976.8511,121.4488,2.608128,0.534759,5.602934,2.635183,0.544662,8.793555,38.540849,0.396777,5.581185,0.774673,3.617164,4.095699,4.314792,4.457782,4.562181,4.642815,0.741613,0.746584,1.053109,1.237050,1.448357,1.742139,1.956574,2.225917,2.381309,2.496844,2.626731,2.693604
837.4525,28.0528,1.76444,0.439532,4.665204,1.707478,0.544662,8.827628,38.168697,0.399316,5.488858,0.759077,3.573736,4.086364,4.290357,4.409340,4.493774,4.559201,0.743340,0.748313,1.050377,1.235020,1.440910,1.726770,1.935393,2.200746,2.359657,2.480444,2.619835,2.688368
969.4417,91.9743,2.245593,0.501304,5.415649,2.414796,0.544662,8.752126,37.891035,0.397949,5.494060,0.766420,3.602733,4.072624,4.275031,4.405111,4.500323,4.574233,0.735321,0.740347,1.045147,1.227047,1.437759,1.729243,1.943202,2.214191,2.371369,2.488084,2.618077,2.682610
758.5014,15.8909,3.096311,0.600843,4.474875,1.638795,0.544662,8.855464,39.673389,0.394629,5.648800,0.764587,3.586897,4.159415,4.420983,4.580157,4.692063,4.776900,0.744918,0.749545,1.050123,1.237272,1.441764,1.732283,1.941774,2.205835,2.364577,2.486723,2.635034,2.714705
1085.7607,47.0841,1.712948,0.477597,5.239236,1.854427,0.544662,8.818092,37.366107,0.402051,5.472319,0.755287,3.727317,4.263305,4.456462,4.565321,4.641946,4.701041,0.734063,0.739097,1.041696,1.225074,1.433902,1.726278,1.944440,2.229658,2.400841,2.528778,2.673926,2.741171
3972.8837,263.5772,3.380957,0.658882,8.662404,3.22347,0.544662,8.729662,36.640948,0.402051,5.342550,0.731213,3.501763,3.984572,4.221265,4.374668,4.484229,4.567126,0.705912,0.711113,1.012891,1.184867,1.393497,1.685294,1.901622,2.176442,2.332519,2.446997,2.581822,2.654804
2316.7696,289.0583,3.29694,0.636212,8.270011,3.23337,0.544662,8.799433,39.306095,0.394043,5.586559,0.805319,3.694862,4.180484,4.418023,4.572776,4.683810,4.768142,0.749267,0.754041,1.065967,1.254028,1.470486,1.774454,1.994648,2.265668,2.417349,2.529303,2.656918,2.726130
4050.3924,368.1907,2.94626,0.478982,9.700989,3.413862,0.544662,8.821584,39.207678,0.395215,6.109606,0.811972,3.642208,4.128053,4.384879,4.559771,4.689376,4.790462,0.757644,0.762547,1.075910,1.265201,1.481448,1.780715,1.995877,2.257513,2.404223,2.513275,2.639496,2.711216
742.969,22.3164,2.313272,0.490628,4.435969,1.742221,0.544662,8.883105,39.701978,0.395410,5.655046,0.784758,3.600558,4.119418,4.347671,4.487981,4.588694,4.666520,0.760180,0.764914,1.069641,1.260808,1.468201,1.757707,1.965591,2.224611,2.378703,2.496204,2.632823,2.703513
2771.206,157.8808,3.443684,0.652087,7.374817,2.840832,0.544662,8.768742,35.905414,0.406152,5.472431,0.700700,3.538790,4.061267,4.307285,4.465350,4.578255,4.663768,0.692548,0.697697,0.992779,1.162936,1.366683,1.656364,1.874823,2.161158,2.328928,2.451349,2.598043,2.675543
5611.7517,141.6672,2.36775,0.542128,8.26115,2.552064,0.544662,8.853232,34.982065,0.412207,5.544871,0.714560,3.727603,4.219272,4.421822,4.550685,4.644323,4.716529,0.699081,0.704375,1.003626,1.178736,1.387584,1.684391,1.912292,2.215890,2.392369,2.517287,2.659063,2.726415
5580.3215,168.2438,2.516433,0.601424,8.242924,2.776533,0.544662,8.900057,34.719096,0.414648,5.108492,0.677927,3.478507,3.923521,4.117989,4.242788,4.332721,4.401411,0.688178,0.693449,0.984507,1.155631,1.354965,1.640304,1.857613,2.144066,2.310068,2.428750,2.563992,2.629747
668.1911,40.7041,2.77226,0.642801,4.50761,2.063371,0.544662,8.824945,40.868406,0.388965,5.425688,0.821729,3.738043,4.244272,4.459328,4.590526,4.683157,4.753241,0.769058,0.773774,1.087078,1.279628,1.495609,1.796380,2.011526,2.277070,2.431819,2.548028,2.678813,2.744761
